UEI,Start_Date,End_Date,Duration,Main_Cause,Location,Districts,State,Latitude,Longitude,Severity,Area_Affected,Human_fatality,Human_injured,Human_Displaced,Animal_Fatality,Description_of_Casualties_injured,Extent_of_damage ,Event_Source,Event_Souce_ID,Label
172.217.7.3-10.42.0.211-443-36003-6,06-07-22,16-06-22,Diffing the dates,Heavy Rain,,"Aurangabad, Beed, Hingoli., Jalna, Latur, Nanded, Osmanabad, Parbhani",MAHARASHTRA,,,,,17.0,,,,17 persons died,i) Roofs of houses blown away. ii) Several trees / electric poles uprooted causing disruption in vehicular traffic & power supply,IMD,,0
10.42.0.151-10.42.0.1-49027-53-17,23-06-22,23-06-22,0,Heavy Rain,,a) Pune b) Nagpur ,MAHARASHTRA,,,,,6.0,,,,3 persons died due to landslide on Pune Express way. 3 persons died in Nagpur,i) Several areas inundated. ii) Normal life paralyzed,IMD,,0
180.149.136.194-10.42.0.211-80-43785-6,20-07-22,20-07-22,0,Cyclone and Flood,,Pune,MAHARASHTRA,,,,,2.0,3.0,,,2 persons died & 3 other injured due to landslide on car on Pune Express way,,IMD,,1
5.35.88.25-10.42.0.211-59103-60774-17,28-07-22,28-07-22,0,Cyclone and Flood,,Mumbai,MAHARASHTRA,,,,,4.0,,,,4 persons died at Vakola Santacruz,,IMD,,1
172.217.10.65-10.42.0.211-443-52361-6,29-07-22,29-07-22,0,Cyclone and Flood,,"Mumbai, Mumbai Suburban, Thane ",MAHARASHTRA,,,,,9.0,10.0,,,9 persons died & 10 injured.,,IMD,,1
10.42.0.1-10.42.0.42-52045-5351-17,08-06-22,14-08-22,67,Heavy Rain,,"Akola, Amravati, Chandrapur, Nagpur, Wardha ",MAHARASHTRA,,,,,8.0,1.0,,,7 persons died & one cyclist swept away in Nagpur . One teenage injured due to wall collapsed in Chandrapur Dist.,"i) Wide spread damage to crops reported.  ii) Damage to many houses reported. iii) Thousands of people affected. iv) Water logging in at most places including Railway Station, Bus stand & over bridge.  v) Several trees/electric poles uprooted causing disruption in vehicular traffic & power supply.",IMD,,0
182.22.24.124-10.42.0.211-443-38526-6,17-06-22,17-06-22,0,Heavy Rain,,Parts of Meghalaya ,MEGHALAYA,,,,,5.0,,,,5 persons died,,IMD,,0
10.42.0.42-98.139.180.149-57971-80-6,08-01-22,08-01-22,0,Heavy Rain,,Keonjhar,ODISHA,,,,,1.0,,,,One person died. ,,IMD,,0
10.42.0.211-10.42.0.1-23408-53-17,08-02-22,08-02-22,0,Heavy Rain,,"Angul, Keonjhar ",ODISHA,,,,,5.0,,,,5 persons drowned,,IMD,,0
180.149.136.194-10.42.0.42-443-54267-6,14-09-22,16-09-22,2,Heavy Rain,,"Koraput, Nabarangpur , Kalahandi, Kandhamal, Malkangiri",ODISHA,,,,,4.0,,,,4 persons died. ,4 persons died. ,IMD,,0
10.42.0.151-104.244.43.195-58071-443-6,06-01-22,30-09-22,267,Cyclone and Flood,,"Amritsar, Bhatinda, Barmala, Firozpur, Fazilka,  Jalandhar, Moga, Pathankot, Roopnagar, Sangrur, Sri Mukatsar Sahib, Taran-Taran ",PUNJAB,,,,,11.0,,,14.0,11 people died &14 cattle heads perished ,"Damage to 70894 acres of crops of estimated value of Rs. 55 crore reported. ii) 31,754 populations affected. iii) Loss of estimated cost Rs.46,78,900/- reported as 226 houses damaged. ",IMD,,1
172.217.10.74-10.42.0.211-443-60158-6,14-03-22,15-03-22,1,Heavy Rain,,26 districts of Rajasthan,RAJASTHAN,,,,,15.0,,,1381.0,15 persons died & 1381 livestock perished. ,"Extensive damage to Wheat, Gram, Masur, Mustard etc, Rabbi crops & all types of vegetables (near about 50 to 70%) for all districts reported. ii) Damage to 4964 houses reported. ",IMD,,0
202.77.129.150-10.42.0.42-80-40104-6,22-07-22,31-07-22,9,Cyclone and Flood,,"Ajmer, Barmer, Bhilwara, Bikaner, Dholpur, Jalore, Jhalawar, Nagaur, Pali, Sirohi ",RAJASTHAN,,,,,20.0,,,50.0,20 people died & 50 cattleheads perished,Damage to 50 house in manohar Thana Tehsil of Jhalwar district reported.,IMD,,1
172.217.10.14-10.42.0.211-443-55191-6,08-01-22,08-05-22,120,Cyclone and Flood,,Parts of Rajasthan ,RAJASTHAN,,,,,41.0,,,,41 persons died,"i) Damage to Wheat, Gram, Masur, Mustard etc, Rabbi crops & all types of vegetables reported. ii) Damage to several houses reported.",IMD,,1
10.42.0.211-104.192.110.245-33929-80-6,16-08-22,16-08-22,0,Cyclone and Flood,,Pali,RAJASTHAN,,,,,2.0,,,,2 persons died. ,,IMD,,1
10.42.0.211-10.42.0.1-47313-53-17,07-01-22,07-01-22,0,Heavy Rain,,Parts of Sikkim ,SIKKIM,,,,,18.0,,,,18 persons died due to landslide,Landslide,IMD,,0
172.217.12.170-10.42.0.151-443-58982-6,07-05-22,07-05-22,0,Cyclone and Flood,,Parts of Sikkim ,SIKKIM,,,,,41.0,,,,41 persons died due to landslide,Massive landslide. ,IMD,,1
10.42.0.211-108.174.11.1-37237-80-6,04-12-22,04-12-22,0,Heavy Rain,,Virudhnagar,TAMIL NADU,,,,,,,,,,"Damage to 30,000 tons of Mangoes reported",IMD,,0
198.105.244.11-10.42.0.211-80-35239-6,21-04-22,21-04-22,0,Cyclone and Flood,,Thiruvarur,TAMIL NADU,,,,,1.0,1.0,,,One person died & one injured due to wall collapse,,IMD,,1
203.205.158.61-10.42.0.211-80-42199-6,25-04-22,25-04-22,0,Heavy Rain,,Vellore,TAMIL NADU,,,,,3.0,,,,3 persons died,,IMD,,0
10.42.0.211-52.84.40.103-41690-80-6,14-05-22,14-05-22,0,Cyclone and Flood,,Coimbatore and Pudukkottai,TAMIL NADU,,,,,,,,, 3 persons died due to house collapse,,IMD,,1
203.205.191.27-10.42.0.151-80-43278-6,17-05-22,19-05-22,2,Heavy Rain,,"Thiruvallur, Virudhnagar",TAMIL NADU,,,,,11.0,,,,8 persons died & 3 children washed away,,IMD,,0
175.100.207.231-10.42.0.151-443-32916-6,17-06-22,17-06-22,0,Heavy Rain,,Chennai,TAMIL NADU,,,,,1.0,,,,One person died due to wall collapse.,,IMD,,0
183.79.248.252-10.42.0.211-443-44381-6,21-06-22,21-06-22,0,Cyclone and Flood,,Niligiris,TAMIL NADU,,,,,1.0,,,,One person died,,IMD,,1
172.217.12.195-10.42.0.211-443-40250-6,17-07-22,17-07-22,0,Heavy Rain,,Chennai,TAMIL NADU,,,,,1.0,,,,One person died due to wall collapse,,IMD,,0
10.42.0.151-52.94.232.32-41778-443-6,11-09-22,11-09-22,0,Cyclone and Flood,,Most Parts of Tamil Nadu,TAMIL NADU,,,,,13.0,,,,13 persons died in different incidences,i) 2000 acres of Paddy fields submerged ii) Damage to 900 acres of Banana crops reported. iii) Power generation stopped as the mines flooded in Cuddalore Dist. iv) Damage to 45 thatched houses reported,IMD,,1
157.55.56.163-10.42.0.211-40027-60774-17,11-11-22,13-11-22,2,Cyclone and Flood,,"Chennai, Cuddalore, Dharampuri, Erode, Niligiris, Thiruvallur, Toothukudi, Villupuram",TAMIL NADU,,,,,25.0,,,,25 persons died in different incidences.,i) Damage to more than 28 houses reported. ii) Several trees/electric poles uprooted causing disruption in vehicular traffic & power supp,IMD,,1
10.42.0.151-10.42.0.1-2478-53-17,18-11-22,22-11-22,4,Heavy Rain,,"Chennai, Cuddalore, Kanchipuram, Kanyakumari, Krishnagiri, Nagapattinam, Pudukottai, Tiruneveli, Tiruvannamalai, Thiruvarur, Toothukudi, Villupuram",TAMIL NADU,,,,,47.0,,,240.0,"Total 47 persons died. Chennai -7, Cuddalore-16, Kanchipuram - 4, Kanyakumari - 2, Krishnagiri - 2, Nagapattinam - 3, Pudukottai???????????????????????ª???­??????ª?????????ª­???ª?????ª?1, Tiruneveli - 1, Tiruvannamalai - 2, Thiruvarur-1,Toothukudi - 1, Villupuram ???????????????????????ª???­??????ª?????????ª­???ª?????ª? 7 & 240 cattle heads perished",i) 2000 hectares of Paddy crops submerged. ii) Damage to several houses reported. iii) Several trees / electric poles uprooted causing disruption in vehicular traffic & power supply,IMD,,0
10.42.0.211-52.84.37.172-35074-443-6,23-11-22,23-11-22,0,Heavy Rain,,Most Parts of Tamil Nadu,TAMIL NADU,,,,,50.0,,,,50 persons died.,i) Damage to 300 houses reported. ii) Several trees/electric poles uprooted causing disruption in vehicular traffic & power supply,IMD,,0
10.42.0.211-10.42.0.1-40547-53-17,28-11-22,30-11-22,2,Cyclone and Flood,,"Chennai, Villupuram",TAMIL NADU,,,,,32.0,,,,32 persons died,i) Extensive damage to 2800 hectares of Paddy field reported. ii) Damage to several houses reported. iii) Several trees/electric poles uprooted causing disruption in vehicular traffic & power supply,IMD,,1
220.243.219.55-10.42.0.211-80-41306-6,12-01-22,12-03-22,59,Heavy Rain,,Most Parts of Tamil Nadu,TAMIL NADU,,,,,17.0,,,,17 persons died,i) Damage to crops reported. ii) Damage to many houses reported. iii) Several trees / electric poles uprooted causing disruption in vehicular traffic & power supply,IMD,,0
10.42.0.151-52.84.142.16-45431-443-6,12-08-22,12-11-22,92,Cyclone and Flood,,Most Parts of Tamil Nadu,TAMIL NADU,,,,,30.0,,,1210.0,30 persons died. 1210 cattle heads perished.,"i) Extensive damage to 25 hectares of Paddy crops reported. ii) 20,000 hectares of Cotton plants submerged. iii) Damage to 5631 huts fully & 331 huts partially reported. iv) Damage to around 25 lakh vehicles reported",IMD,,1
10.42.0.211-10.42.0.1-26470-53-17,04-06-22,04-12-22,183,Heavy Rain,,"Adilabad, Karimnagar, Khammam, Mahbubnagar, Medak, Nalgonda, Nizamabad, Rangareddy and Waranga",TELANGANA,,,,,5.0,,,91.0,5 persons died & 91 cattleheads perished.,i) Damage to 40131.88 hectares of Agricultual crops & 35175.2 hectares of Horticulture crops reported. ii) Damage to about 286 houses reported,IMD,,0
10.42.0.211-10.42.0.1-19352-53-17,04-04-22,04-04-22,0,Cyclone and Flood,,"Barabanki, Mainpuri, Sitapur",UTTAR PRADESH,,,,,12.0,,,,12 persons died.,i) Damage to crops reported. ii) Damage to several houses reported.,IMD,,1
10.42.0.211-10.42.0.1-46738-53-17,07-11-22,07-12-22,30,Heavy Rain,,"Bareilly, Budaun, Bulandshahar, Etah, Etawah, Farrukhabad, Hamirpur, Sitapur, Shahjahanpur, Unnao (U.P",UTTAR PRADESH,,,,,15.0,,,,15 persons died,i) Damage to crops reported. ii) Damage to many houses reported,IMD,,0
10.42.0.42-66.231.239.122-34701-80-6,28-10-22,28-10-22,0,Cyclone and Flood,,West U.P,UTTAR PRADESH,,,,,2.0,,,,2 persons died & several injured,i) Damage to crops reported. ii) Damage to few houses reported.,IMD,,1
10.42.0.211-77.234.44.42-45818-80-6,12-01-22,12-01-22,0,Cyclone and Flood,,South-west Uttar Pradesh,UTTAR PRADESH,,,,,5.0,,,,5 persons died & many injured,i) Damage to crops reported. ii) Damage to several houses reported,IMD,,1
10.42.0.211-10.42.0.1-57285-53-17,26-07-22,26-07-22,0,Cyclone and Flood,,Parts of Uttarakhand,UTTARAKHAND,,,,,1.0,,,,One person died,,IMD,,1
180.149.153.234-10.42.0.211-80-40068-6,07-01-22,07-10-22,273,Cyclone and Flood,,"Darjeeling, Kolkata",WEST BENGAL,,,,,39.0,8.0,,,39 persons died & 8 others missing,i) Damage to crops reported. ii) Damage to several houses reported. iii) Several trees/electric poles uprooted causing disruption in vehicular traffic & power supply,IMD,,1
10.42.0.151-119.146.74.49-40037-443-6,20-07-22,24-07-22,4,Cyclone and Flood,,"South 24 Paraganas, South Dinajpur",WEST BENGAL,,,,,5.0,,,,5 persons died,i) Damage to crops reported. ii) Damage to several houses reported.,IMD,,1
10.42.0.211-10.42.0.1-33590-53-17,12-02-22,12-02-22,0,Heavy Rain,,Puducherry,PUDUCHERRY,,,,,2.0,,,,2 persons died,,IMD,,0
10.42.0.211-103.235.46.212-57624-443-6,14-07-21,14-07-21,0,Heavy Rain,,East Godavari,ANDHRA PRADESH,,,,,,,,,,"i) Coconut Grooves, Banana plantations & Paddy fields submerged in 10 mandals of Konaseema & 6 mandals of Amalapuram. ii) People from 25 major villages affected. ",IMD,,0
202.77.129.150-10.42.0.211-443-48308-6,15-09-21,16-09-21,1,Cyclone and Flood,,Visakhapatnam,ANDHRA PRADESH,,,,,3.0,,,,3 persons washed away,,IMD,,1
10.42.0.42-104.254.66.16-38147-80-6,09-01-21,30-09-21,265,Cyclone and Flood,,"Guntur, Kurnool, Visakhapatnam, Vizianagaram ",ANDHRA PRADESH,,,,,20.0,429.0,,39562.0,"Total 20 persons died &  429 others injured. 39,562  birds perished. Guntur - 7, Kurnool -2, Visakhapatnam - 9, Vizianagaram ?????????ª­???ª??????ª???? 2. ","i) Damage to 49,035 hectares of crops reported. ii) Damage to 16807 houses, 17 school buildings & 48 Panchayat Raj buildings  reported. iii) Damage to 46 boats reported. iv) Damage to roads reported. v) Several trees/electric poles uprooted causing disruption in vehicular traffic & power supply. ",IMD,,1
172.217.12.194-10.42.0.211-443-33494-6,22-04-21,22-04-21,0,Cyclone and Flood,,Tawang ,ARUNACHAL PRADESH,,,,,17.0,,,,17 Person died,Damage to several dwelling houses reported,IMD,,1
172.217.10.131-10.42.0.211-443-45714-6,24-04-21,27-04-21,3,Heavy Rain,,Chanlang,ARUNACHAL PRADESH,,,,,,,,,,80 families rendered homeless.,IMD,,0
172.217.11.42-10.42.0.42-443-35388-6,07-01-21,07-01-21,0,Heavy Rain,,West Kameng ,ARUNACHAL PRADESH,,,,,10.0,5.0,,,10 persons died & 5 others injured. ,Damage to 4 houses completely & 9 buildings partially reported.,IMD,,0
10.42.0.211-72.30.3.43-45375-443-6,08-05-21,08-05-21,0,Heavy Rain,,Tawang ,ARUNACHAL PRADESH,,,,,3.0,,,,3 persons died. ,8 houses collapsed. ,IMD,,0
172.217.7.227-10.42.0.151-443-53213-6,09-11-21,09-12-21,30,Heavy Rain,,Upper Subansiri ,ARUNACHAL PRADESH,,,,,,,,,,i) Damage to huge quantity of standing crops reported. ii) The entire town Daporijo inundated. iii) Commodity of Daporijo market damaged. ,IMD,,0
203.205.147.229-10.42.0.151-80-41121-6,21-04-21,21-04-21,0,Heavy Rain,,Jorhat,ASSAM,,,,,,,,,,i) Extensive damage to huge amount of standing crops reported. ii) At least 15 villages inundated. ,IMD,,0
172.217.10.42-10.42.0.151-443-34145-6,24-04-21,27-04-21,3,Cyclone and Flood,,"Cachar, Charaideo,  Dhubri, Dibrugarh, Jorhat, Lakhimpur, Sivsagar",ASSAM,,,,,8.0,,,,8 persons died,"i) About 86,905 people of 7 districts affected. ii) Damage to cropland of area 5009 hectares reported. ",IMD,,1
10.42.0.211-104.88.89.135-40911-443-6,17-05-21,17-05-21,0,Heavy Rain,,"Halkandi, Karimganj ",ASSAM,,,,,11.0,4.0,,,"Total 11 persons died. 5 persons died, 4 injured in Halkandi district  & 6 persons died in Karimganj district",Landslide reported. ,IMD,,0
203.205.144.184-10.42.0.151-80-56468-6,18-05-21,18-05-21,0,Cyclone and Flood,,Nagaon,ASSAM,,,,,,,,,,i) Huge cropland submerged. ii) More than 20 villages inundated. ,IMD,,1
10.42.0.211-23.206.166.66-56791-80-6,19-06-21,25-06-21,6,Cyclone and Flood,,"Baska, Barpeta, Dhemaji, Lakhimpur, Sonitpur ",ASSAM,,,,,,,,,,"i) About 26,111 population of 68 villages affected.  ii) Damage to cropland of area 3598.86 hectares reported.   ",IMD,,1
10.42.0.211-10.42.0.1-64538-53-17,07-03-21,07-07-21,122,Cyclone and Flood,,"Barpeta, Golaghat, Jorhat, Kamrup (M), Lakhimpur, Marigaon, Nagaon, Sonitpur ",ASSAM,,,,,2.0,6.0,,,2 persons died & 6 others injured due to landslide in Kamrup (M) Dist. on 7th Jul. ,"i) About 1,52,977 population of 294 villages in 8 districts affected.  ii) Crop land of area 26.86 hectares affected. ",IMD,,1
203.205.128.137-10.42.0.42-80-37901-6,07-07-21,07-07-21,0,Heavy Rain,,Guwahati,ASSAM,,,,,2.0,2.0,,,2 youths died & 2 others injured due to wall collapse at 11th Mile area at Jorabat near Guwahati,Vehicular traffic badly affected due to water logging. ,IMD,,0
10.42.0.211-101.37.100.196-49798-9500-6,13-07-21,18-07-21,5,Cyclone and Flood,,"Golaghat, Jorhat, Lakhimpur, Marigaon, Sonitpur ",ASSAM,,,,,2.0,2.0,,,2 persons died & 2 others injured. ,"i) 1,87,738 population of 310 villages affected. ii) Crop land of area 16,240.47 hectares & 815 bighas affected",IMD,,1
10.42.0.1-10.42.0.42-53-46313-17,14-07-21,14-07-21,0,Heavy Rain,,Kamrup (M) ,ASSAM,,,,,2.0,,,,2 persons died. ,,IMD,,0
172.217.3.98-10.42.0.211-443-42769-6,21-07-21,31-07-21,10,Cyclone and Flood,,"Barpeta, Bongaigaon, Chirang, Darrang, Dhemaji, Dhubri, Dibrugarh, Golaghat, Goalpara, Jorhat, Kamrup, Karbi Anglong, Kokrajhar, Lakhimpur, Marigaon, Nagaon, Nalbari, Sivsagar, Sonitpur, Tinsukia ",ASSAM,,,,,22.0,,,,22 person died,"i) 18,99,470 population of 3374 villages affected.  ii) Crop land of area 2,13,251.52 hectares affected. ",IMD,,1
172.217.12.195-10.42.0.151-443-48392-6,08-01-21,08-05-21,121,Heavy Rain,,"Barpeta, Bongaigaon, Chirang, Darrang, Dhemaji, Dhubri, Dibrugarh, Golaghat, Goalpara, Jorhat, Kabri Analong, Kamrup (M), Kokrajhar, Lakhimpur, Marigaon, Nagaon, Nalbari, Sivsagar, Sonitpur, South Kamrup, Tinsukia ",ASSAM,,,,,3.0,,,229.0,"3 persons died. 8 rhinos & 221 hog deer perished in Kaziranga National Park in the district Golaghat, Nagaon","i) Cropland of area 1,00,651.71 hectares affected. ii) 11,00,618 population from 1659 villages of 21 districts affected. ",IMD,,0
10.42.0.151-98.139.183.24-51674-80-6,13-08-21,13-08-21,0,Cyclone and Flood,,Guwahati,ASSAM,,,,,2.0,,,,2 persons died. ,,IMD,,1
10.42.0.211-36.51.254.232-60019-443-6,09-01-21,09-07-21,182,Heavy Rain,,"Dhemaji, Lakhimpur and Udalguri ",ASSAM,,,,,,,,,,"i)Cropland of area 1,382.53 hectares affected. ii) 24,540 population from 32 villages affected.",IMD,,0
10.42.0.211-52.84.145.191-46172-443-6,13-09-21,16-09-21,3,Heavy Rain,,Cachar  and  Dhemaji,ASSAM,,,,,,,,,Several person injured,"i) Cropland of area 1,804.36 hectares affected. ii) 950 population from 71 villages of 2 districts affected.",IMD,,0
10.42.0.151-52.84.40.168-34225-80-6,18-05-21,18-05-21,0,Cyclone and Flood,,"Araria, Bhagalpur, Katihar, Kishanganj,  Lakhisarai, Madhepura,  Madhubani, Munger, Purnea, Supaul, Saharsa",BIHAR,,,,,12.0,,,,12 Person died & several othre injured,i) Damage to standing crops reported. ii) Damage to several thatched houses reported. iii) Several trees/electric poles uprooted. ,IMD,,1
10.42.0.211-23.206.125.17-34769-80-6,25-07-21,27-07-21,2,Heavy Rain,,"Araria, Bhagalpur, Darbhanga,  Katihar, Kishanganj,  Madhepura,  Purnea, Supaul ",BIHAR,,,,,17.0,,,,17 persons died.  ,i) Damage to crops reported. ii) 17.25 lakh population of 1448 villages affected,IMD,,0
198.11.132.178-10.42.0.211-443-37369-6,08-12-21,08-12-21,0,Cyclone and Flood,,"Gaya, Patna ",BIHAR,,,,,1.0,,,12.0,One child & 12 cattle heads washed away in falgu river of Gaya Dist. ,"Damage to the bridge on the river Punpun near Siswa Chawak, Patna reported. ",IMD,,1
10.42.0.42-121.12.98.63-44702-80-6,17-08-21,21-08-21,4,Cyclone and Flood,,"Patna, Saran, Vaishali ",BIHAR,,,,,9.0,,,,"Total 9 persons died. Patna - 1, Saran - 7, Vaishali ?????????ª­???ª??????ª???? 1 ",i) 600 acres of Paddy crops submerged. ii) Several trees/electric poles uprooted,IMD,,1
172.217.12.170-10.42.0.151-443-48963-6,23-08-21,25-08-21,2,Heavy Rain,,Parts of Bihar ,BIHAR,,,,,14.0,8.0,,,14 persons died & 8 other injured,i) Damage to Paddy crops reported. ii) Boat capsized. iii) Damage to diversion near NH-110 & road connection between Jahanabad & Arwal roads reported.,IMD,,0
10.42.0.42-72.21.206.135-42732-443-6,28-08-21,28-08-21,0,Heavy Rain,,Bhagalpur,BIHAR,,,,,,,,,,Damage to railway track in Bhagalpur Dist. reported due to which rail traffic disrupted for at least 9 hours,IMD,,0
