UEI,Start_Date,End_Date,Duration,Main_Cause,Location,Districts,State,Latitude,Longitude,Severity,Area_Affected,Human_fatality,Human_injured,Human_Displaced,Animal_Fatality,Description_of_Casualties_injured,Extent_of_damage ,Event_Source,Event_Souce_ID
10.42.0.211-104.88.89.135-50923-443-6,10-02-21,10-04-21,60,Cyclone and Flood,NA,"Beed, Latur, Osmanabad, Nanded in Marathwada region",MAHARASHTRA,NA,NA,NA,NA,5,NA,NA,36,5 persons drown & 36 animals perished,"About 50% of the Kharif crops viz. Soya bean, Cotton, tur and Jowar were damaged. Soya bean, which is one of the major crops of Marathwada, suffered a damage of about Rs.2500 crores over an area of about 15 lakh hectares.",IMD,NA
192.229.173.136-10.42.0.151-443-43156-6,23-05-21,23-05-21,0,Cyclone and Flood,NA,Aizwal,MIZORAM,NA,NA,NA,NA,3,1,NA,NA,3 persons died & one other injured,Airport approach road National Highway -54 remained closed,IMD,NA
10.42.0.211-23.203.49.224-57143-443-6,18-09-21,18-09-21,0,Heavy Rain,NA,Aizwal,MIZORAM,NA,NA,NA,NA,5,NA,NA,NA,5 persons died.,Roads blocked. Traffic & power supply disrupted,IMD,NA
172.217.3.104-10.42.0.151-443-45328-6,08-03-21,08-08-21,153,Heavy Rain,NA,"Koraput, Sambalpur ",MIZORAM,NA,NA,NA,NA,2,NA,NA,NA,"2 persons died, one in each dist ",NA,IMD,NA
172.217.10.232-10.42.0.211-443-40772-6,07-11-21,07-11-21,0,Cyclone and Flood,NA,Baran,RAJASTHAN,NA,NA,NA,NA,2,NA,NA,NA,2 persons drowned,10 villages from Alwar district & 36 villages from Baran districts cut off from nearby areas,IMD,NA
172.217.11.10-10.42.0.211-443-52547-6,15-07-21,15-07-21,0,Heavy Rain,NA,Jaipur,RAJASTHAN,NA,NA,NA,NA,1,NA,NA,NA,One child drowned,NA,IMD,NA
172.217.10.35-10.42.0.151-80-49966-6,28-07-21,28-07-21,0,Cyclone and Flood,NA,Ganganagar,RAJASTHAN,NA,NA,NA,NA,1,NA,NA,NA,One person drowned,NA,IMD,NA
216.58.217.68-10.42.0.211-443-43145-6,08-09-21,13-08-21,Diffing the dates,Heavy Rain,NA,"Barmer, Jodhpur, Kota ",RAJASTHAN,NA,NA,NA,NA,14,NA,NA,NA,"14 persons drowned. Barmer - 6, Jodhpur - 7,  Kota ?üí????õ?ü?õ?õÉ?™è≠???™?ü?õ?õÉ???™??É?? 1",NA,IMD,NA
172.217.10.35-10.42.0.211-443-52518-6,16-08-21,20-08-21,4,Cyclone and Flood,NA,"Baran, Jhalawar, Pali ",RAJASTHAN,NA,NA,NA,NA,11,NA,NA,NA,"Total 11 persons died in different incidents. Baran - 6, Jhalawar - 4,     Pali ?üí????õ?ü?õ?õÉ?™è≠???™?ü?õ?õÉ???™??É?? 1 ",House collapsed in Baran Dist,IMD,NA
172.217.2.110-10.42.0.151-443-43725-6,22-08-21,30-08-21,8,Heavy Rain,NA,"Sawai Madhopur, Sirohi, Udaipur",RAJASTHAN,NA,NA,NA,NA,6,NA,NA,NA,6 persons swept away,A car & a loaded tempo swept away. ,IMD,NA
10.42.0.211-111.206.25.159-34541-80-6,06-11-21,13-06-21,Diffing the dates,Cyclone and Flood,NA,Kanyakumari,TAMIL NADU,NA,NA,NA,NA,3,NA,NA,NA,3 person died,Kulasekaram and Tiruvattar towns were inundated. ,IMD,NA
180.76.175.73-10.42.0.42-80-34926-6,26-07-21,26-07-21,0,Cyclone and Flood,NA,Krishnagiri ,TAMIL NADU,NA,NA,NA,NA,2,NA,NA,NA,2 persons died in Hosur municipal corporation in  Krishnagiri Dist. ,NA,IMD,NA
172.217.6.194-10.42.0.211-443-55387-6,03-02-21,03-02-21,0,Cyclone and Flood,NA,"Karimnagar, Khammam, Nizamabad, Waranga",TELANGANA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Damage to 2585 hectares of Maize crops, 254 hectares of Banana crops & 350 Hectares of Chilli crops reported.",IMD,NA
10.42.0.1-10.42.0.42-53-21233-17,31-08-21,31-08-21,0,Cyclone and Flood,NA,Hyderabad,TELANGANA,NA,NA,NA,NA,7,NA,NA,NA,7 persons died due to wall collapse,i) Innundation of low lying areas. ii) Damage to thousands of cars reported. iii) Water logging in most parts of city causing traffic disruption,IMD,NA
172.217.12.142-10.42.0.151-443-38920-6,09-01-21,30-09-21,265,Cyclone and Flood,NA,"Hyderbad, Kamareddy, Karimnagar, Mahbubnagar, Medak, Medchal, Nalgonda,  Nizamabad, Sangareddy, Vikarabad, Warrangal, Yadadri",TELANGANA,NA,NA,NA,NA,49,NA,NA,NA,"Total 49 persons died & 9 others injured. 6733 animals perished. Hyderbad - 1, Kamareddy- 4, Karimnagar - 6, Mahbubnagar - 2, Medak - 4, Medchal - 6, Nalgonda - 2,  Nizamabad - 3,  Sangareddy- 16,  Vikarabad - 3, Warrangal - 1, Yadadri -1.",i) Damage to 2.60 lakh hectares of crops reported. ii) Damage to 37991 houses  reported. iii) Damage to 644 boats & 1493 nets reported. iv) Damage to roads reported. v) Several trees/electric poles uprooted causing disruption in vehicular traffic & power supply.,IMD,NA
10.42.0.211-10.42.0.1-30942-53-17,18-05-21,18-05-21,0,Heavy Rain,NA,North Tripura ,TRIPURA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"i) About 50,000 peoples affected & shifted to relief camps. ii) The entire city Dharamnagar flooded. iii) All Offices, Schools, collages remained closed. iv) Several trees/electric poles uprooted causing disruption in vehicular traffic & power supply",IMD,NA
172.217.12.170-10.42.0.211-443-56581-6,03-12-21,03-12-21,0,Heavy Rain,NA,Meerut,UTTAR PRADESH,NA,NA,NA,NA,5,NA,NA,NA,5 persons died due to wall collapse,Exensive damage to building reported,IMD,NA
10.42.0.42-23.217.155.120-47526-80-6,07-01-21,07-03-21,60,Cyclone and Flood,NA,Parts of U.P. ,UTTAR PRADESH,NA,NA,NA,NA,26,NA,NA,NA,26 persons died,"Damage to Mango, Maize crops reported",IMD,NA
10.42.0.151-10.42.0.1-47008-53-17,18-07-21,18-07-21,0,Cyclone and Flood,NA,Parts of West U.P. ,UTTAR PRADESH,NA,NA,NA,NA,10,NA,NA,NA,10 persons died,"Damage to Mango, Maize crops reported",IMD,NA
10.42.0.211-104.193.88.109-57984-80-6,30-07-21,30-07-21,0,Cyclone and Flood,NA,Parts of West U.P. ,UTTAR PRADESH,NA,NA,NA,NA,3,NA,NA,NA,3 persons died,"Damage to Mango, Maize crops reported",IMD,NA
183.136.237.235-10.42.0.151-80-35982-6,16-08-21,16-08-21,0,Heavy Rain,NA,Parts of East U.P. ,UTTAR PRADESH,NA,NA,NA,NA,8,NA,NA,NA,8 persons died,Damage to crops reported,IMD,NA
10.42.0.42-123.125.115.164-53298-443-6,05-08-21,05-08-21,0,Heavy Rain,NA,Chamoli,UTTARAKHAND,NA,NA,NA,NA,NA,NA,NA,NA,NA,i) Damage to more than 10 houses reported. ii) Damage to more than half dozen vehicles reported. ,IMD,NA
172.217.10.10-10.42.0.151-443-34759-6,22-05-21,22-05-21,0,Heavy Rain,NA,Dehradun,UTTARAKHAND,NA,NA,NA,NA,10,5,NA,NA,10 labourers died & 5 other injured,NA,IMD,NA
172.217.10.227-10.42.0.211-443-57568-6,28-05-21,28-05-21,0,Heavy Rain,NA,Tehri and Uttarkashi,UTTARAKHAND,NA,NA,NA,NA,5,NA,NA,NA,5 persons died,NA,IMD,NA
10.42.0.42-50.22.240.183-33182-443-6,07-03-21,07-03-21,0,Heavy Rain,NA,"Chamoli, Pithoragarh ",UTTARAKHAND,NA,NA,NA,NA,20,12,NA,NA,20 persons died & 12 others missing. ,i) 150 families affected. ii) 4 houses fully & 12 houses partially damaged. ,IMD,NA
202.77.129.230-10.42.0.211-80-60571-6,16-07-21,17-07-21,1,Cyclone and Flood,NA,"Dehradun, Nainital, Pauri, Tehri, Uttarkashi ",UTTARAKHAND,NA,NA,NA,NA,15,NA,NA,NA,15 persons died,"i) Rishikesh-Badrinath national highway and the Rishikesh - Kedarnath National Highway between Sonprayag and Gaurikund, remained cut off.  ii) Damage to several bridges across the state reported. ",IMD,NA
10.42.0.211-123.125.29.220-37914-80-6,21-07-21,23-07-21,2,Heavy Rain,NA,Dehradun,UTTARAKHAND,NA,NA,NA,NA,11,NA,NA,NA,11 persons died,NA,IMD,NA
203.205.158.61-10.42.0.211-80-60055-6,20-07-21,20-07-21,0,Cyclone and Flood,NA,Darjeeling,WEST BENGAL,NA,NA,NA,NA,3,NA,NA,NA,3 persons died due to landslide,NA,IMD,NA
10.42.0.211-10.42.0.1-62891-53-17,24-07-21,25-07-21,1,Cyclone and Flood,NA,"Alipurdusar, Cooch Behar, Darjeeling, Jalpaiguri ",WEST BENGAL,NA,NA,NA,NA,NA,NA,NA,NA,4 person dies,58000 people affected,IMD,NA
172.217.11.10-10.42.0.151-443-35850-6,17-08-21,17-08-21,0,Cyclone and Flood,NA,Kolkata,WEST BENGAL,NA,NA,NA,NA,3,15,NA,NA,3 persons died and 15 others injured,Several trees/electric poles uprooted causing disruption in vehicular traffic & power supply,IMD,NA
10.42.0.211-106.39.162.36-39566-80-6,23-08-21,29-08-21,6,Heavy Rain,NA,"Hooghly, Howrah ",WEST BENGAL,NA,NA,NA,NA,6,NA,NA,NA,5 persons died & one person drowned in Mahananda river of Malda Dist,"i) Extensive damage to the crops reported. ii) 5,550 families in 45 villages affected",IMD,NA
10.42.0.151-10.42.0.1-26896-53-17,05-02-21,05-12-21,303,Cyclone and Flood,NA,"Adilabad, Karimnagar, Khammam, Krishna, Kurnool, Medak, Mahaboobnagar, Nalgonda, Nizamabad, Ranagareddy, Warangal and WestGodavari",ANDHRA PRADESH,NA,NA,NA,NA,NA,NA,NA,86,86 livestock perished.,"i) Damage to crops in 2,037 hectares reported. ii) Damage to horticulture in 36,380 hectares reported. iii) Damage to 86 houses reported.",IMD,NA
10.42.0.211-64.71.142.124-58436-80-6,09-06-21,09-09-21,92,Heavy Rain,NA,East & West Godavari and Srikakulam,ANDHRA PRADESH,NA,NA,NA,NA,4,NA,NA,NA,4 persons died.,"Extensive damage to crops in 12,667 hectares reported",IMD,NA
183.79.250.123-10.42.0.211-443-60624-6,14-08-21,18-08-21,4,Cyclone and Flood,NA,East Siang and Lohit,ARUNACHAL PRADESH,NA,NA,NA,NA,1,NA,NA,NA,One person died in a landslide in EastSiang.,i) Extensive damage to standing crops reported. ii) A wooden bridge of Kadam river washed away disrupting communication along NH 52.,IMD,NA
10.42.0.151-10.42.0.1-62202-53-17,22-06-21,28-06-21,6,Heavy Rain,NA,"Darrang, Kamrup (Metro),Lakhimpur, Sonitpur and Udalguri",ASSAM,NA,NA,NA,NA,8,NA,NA,NA,8 persons died including 4 died in a landslide.,"i) Damage to standing crops reported. ii) About 24,393 people affected of 43 villages affected. iii) Landslide reported.",IMD,NA
180.76.135.213-10.42.0.211-80-58665-6,07-08-21,07-10-21,61,Cyclone and Flood,NA,Dhemaji,ASSAM,NA,NA,NA,NA,1,NA,NA,NA,One person died.,i) Damage to standing crops reported. ii) About 900 people of 100 villages affected.,IMD,NA
180.163.255.159-10.42.0.211-80-52115-6,14-07-21,19-07-21,5,Heavy Rain,NA,Sonitpur,ASSAM,NA,NA,NA,NA,1,NA,NA,NA,One person died.,i) About 10 villages affected.ii) Standing crops in 100 hectares damaged.iii) Due to beach embankment flash flood occurredin Gohpur Town causing extensive damage on19 Jul,IMD,NA
10.42.0.1-10.42.0.42-53-40214-17,23-07-21,30-07-21,7,Heavy Rain,NA,"Cachar, Lakhimpur and Sonitpur",ASSAM,NA,NA,NA,NA,16,NA,NA,NA,16 persons died out of which 5 others died in a massive landslide in Cacher Manipur boarder area.,"i) Extensive damage to the standing crops reported. ii) About 25,000 people of 1200 villages affected. iii) NH-52 beached at the two places.",IMD,NA
10.42.0.211-72.21.206.53-57931-443-6,15-08-21,31-08-21,16,Cyclone and Flood,NA,"Barpeta, Bongaigaon, Darrang, Dhemaji, Dhubri, Dibrugarh, Goalpara, Golaghat, Jorhat, Kamrup (Metro), Kokrajhar, Lakhimpur, Morigaon, Nagaon, Sibsagar and Sonitpur",ASSAM,NA,NA,NA,NA,20,NA,NA,NA,20 persons died.,"i) Extensive damage to the crops about 73,772,03  ha. crop land affected. ii) About 16,26,304 population affected. iii) About 430 sq. km. area of Kaziranga National Park and Pobitora wildlife sanctuary inundated.",IMD,NA
10.42.0.151-10.42.0.1-33460-53-17,22-09-21,30-09-21,8,Heavy Rain,NA,"Barpeta, Darrang, Dhemaji, Dhubri, Goalpara, Kamrup (Metro), Kokrajhar, Lakhimpur, Morigaon, Nagaon, Sonitpur and Udalguri.",ASSAM,NA,NA,NA,NA,45,NA,NA,NA,More than 45 people including 3 died in a landslide in Guwahati.,"i) Extensive damage to the crops about 1,60,128,34 ha. reported. ii) About 3,11,001 population affected. iii) More than 2,500 villages marooned.",IMD,NA
10.42.0.211-10.42.0.1-11660-53-17,14-08-21,27-08-21,13,Cyclone and Flood,NA,"Darbhanga, East Champaran, Madhubani, Muzaffarpur, Nalanda, Nawada, Saharsa, Supaul and West Champaran",BIHAR,NA,NA,NA,NA,19,NA,NA,NA,"19 persons died including 5 died in wall collapse, 4 swept away and other drowned.",i) Number of villages inundated. ii) About 4 lakh people badly affected. iii) Thousands of people shifted to the safer places. iv) Damage to many kachcha houses reported.,IMD,NA
10.42.0.151-54.230.38.124-47520-80-6,14-09-21,20-09-21,6,Cyclone and Flood,NA,"Banka, Begusarai, Bhagalpur, Gaya, Khagaria and Kishanganj",BIHAR,NA,NA,NA,NA,28,NA,NA,NA,28 persons died.,i) Damage to the crops reported. ii) Number of villages inundated. iii) Many people shifted to safer places. iv) Damage to many kachcha houses reported.,IMD,NA
10.42.0.1-10.42.0.42-53-50423-17,14-10-21,14-10-21,0,Heavy Rain,NA,"Madhubani, Muzaffarpur, Sheohar and Sitamarhi",BIHAR,NA,NA,NA,NA,1,NA,NA,NA,One person died.,Damage to several houses reported.,IMD,NA
216.58.219.234-10.42.0.151-443-41169-6,22-07-21,23-07-21,1,Heavy Rain,NA,Bilaspur and Durg,CHHATTISGARH,NA,NA,NA,NA,3,NA,NA,NA,3 persons died.,About 250 villages affected badly.,IMD,NA
198.11.188.80-10.42.0.211-443-38835-6,30-07-21,30-07-21,0,Cyclone and Flood,NA,Jagadalpur,CHHATTISGARH,NA,NA,NA,NA,NA,NA,NA,NA,NA,Normal life paralysed.,IMD,NA
183.79.249.252-10.42.0.211-443-37085-6,13-10-21,15-10-21,2,Heavy Rain,NA,"Bastar, Durg, Mahasamund, Mungeli, Jagadalpur, Raipur and Surguja",CHHATTISGARH,NA,NA,NA,NA,6,NA,NA,NA,6 persons died due to tree fell and house collapse incidents.,i) Damage to several houses reported. ii) Trees/electric poles uprooted. iii) Normal life paralysed.,IMD,NA
172.217.10.46-10.42.0.151-443-41156-6,15-07-21,18-07-21,3,Cyclone and Flood,NA,"Kangra, Kullu, Mandi and Sirmaur and Una (Himachal Pradesh)",HIMACHAL PRADESH,NA,NA,NA,NA,1,NA,NA,NA,One person died while other drowned in Sirmaur.,i) Damage to the crops reported. ii) Power generations shut down in Kullu. iii) Landslides reported at various places including Kumarhatti-Nahan NH.,IMD,NA
10.42.0.211-61.155.222.80-55879-80-6,23-07-21,30-07-21,7,Heavy Rain,NA,"Kangra, Kullu, Mandi and Shimla",HIMACHAL PRADESH,NA,NA,NA,NA,3,NA,NA,NA,3 persons died due to landslide in Kangra.,i) Landslides reported at many places. ii) Damage to the crops and apple orchards reported.,IMD,NA
10.42.0.211-23.192.76.180-43158-80-6,08-06-21,08-08-21,61,Cyclone and Flood,NA,Bilaspur and Mandi,HIMACHAL PRADESH,NA,NA,NA,NA,4,NA,NA,NA,4 persons washed away in their car while other died in Mandi.,"i) Damage to the crops reported. ii) Landslides reported. iii) NH-72 , Kangra ?üí????õ?ü?õ?õÉ?™è≠???™?ü?õ?õÉ???™??É??Chadigarh and Dharamsala ?üí????õ?ü?õ?õÉ?™è≠???™?ü?õ?õÉ???™??É?? Hosiarpur roads blocked due to landslide.",IMD,NA
10.42.0.211-10.42.0.1-62269-53-17,13-08-21,15-08-21,2,Heavy Rain,NA, Hamirur and Mandi,HIMACHAL PRADESH,NA,NA,NA,NA,11,NA,NA,NA,9 persons died in different incidents while 4 others washed away.,"i) Extensive damage to the maize and tomato crops reported. ii) Landslides reported at many places causing damages to the houses and blocking NH Shimla-Kangra, Chandigarh-Manali and Dharamshala-Hoshiarpur.",IMD,NA
220.243.219.55-10.42.0.211-80-50378-6,22-01-21,22-01-21,0,Cyclone and Flood,NA,Udhampur,JAMMU & KASHMIR,NA,NA,NA,NA,2,NA,NA,NA,2 persons buried alive in a house collapse in Kud area.,NA,IMD,NA
10.42.0.211-52.84.134.65-41284-443-6,24-07-21,24-07-21,0,Cyclone and Flood,NA,Jammu,JAMMU & KASHMIR,NA,NA,NA,NA,NA,NA,NA,NA,Many cattle heads washed away.,"i) Damage to the standing crops reported. ii) Many houses, shops and structures damaged.",IMD,NA
10.42.0.1-10.42.0.42-53-24780-17,31-07-21,31-07-21,0,Cyclone and Flood,NA,Pulwama,JAMMU & KASHMIR,NA,NA,NA,NA,NA,NA,NA,NA,NA,"A masjid, some houses and cow shed damaged in a village Gundbal.",IMD,NA
198.11.132.221-10.42.0.211-443-52880-6,09-02-21,09-02-21,0,Cyclone and Flood,NA,"Most parts of Jammu & Kashmir (Worst affected districts Anantanag, Budgaum, Baramulla, Ganderbal, Kulgam, Poonch, Pulwama, Rajouri, Reasi and Srinagar.",JAMMU & KASHMIR,NA,NA,NA,NA,200,NA,NA,2500,"i) More than 200 people died including a bus carrying 63 passengers washed away in flash flood in Rajouri. ii) About 2,500 livestock perished.",i) Extensive damage to agricultural land and infrastructure reported. ii) River Jhelum had breached embankments in several parts. iii)About 2600 villages submerged. iv)Extensive damage to lakhs of houses reported. v) Massive landslides reported. vi)Thousands of Vaishnavdevi pilgrims stranded. vii)Many major and minor roads cut off and number of bridges washed away. viii)Thousands of people shifted to safer places. ix) More than 4 lakh people stranded for many days. x) NH Jammu- Srinagar closed due to massive landslides at various places.,IMD,NA
172.217.10.33-10.42.0.42-443-58775-6,11-09-21,11-09-21,0,Cyclone and Flood,NA,Anantanag,JAMMU & KASHMIR,NA,NA,NA,NA,NA,NA,NA,NA,"14 persons injured in Patti Samdal village, Kokernag.",Damage to the property worth lakhs of rupees reported.,IMD,NA
10.42.0.211-10.42.0.1-4370-53-17,10-12-21,14-10-21,Diffing the dates,Heavy Rain,NA,Parts of Jharkhand,JHARKHAND,NA,NA,NA,NA,NA,NA,NA,NA,Several persons injured.,About 300 houses damaged. Many people shifted to safer places.,IMD,NA
10.42.0.151-103.43.91.11-46665-443-6,03-08-21,03-10-21,61,Heavy Rain,NA,Belguam and Bijapur,KARNATAKA,NA,NA,NA,NA,NA,NA,NA,NA,Belguam : One woman died when a tree fell on her and other due to wall collapse. Bijapur: One person and a child died in Sindagi Tehsil due to wall collapse.,NA,IMD,NA
198.105.244.11-10.42.0.151-80-57934-6,19-05-21,20-05-21,1,Cyclone and Flood,NA,Chamarajnagar and Shimoga,KARNATAKA,NA,NA,NA,NA,5,NA,NA,NA,5 persons including one woman died due to house collapse.,NA,IMD,NA
10.42.0.151-52.84.64.213-49594-443-6,06-02-21,06-06-21,120,Cyclone and Flood,NA,"Bellary, Gadag and Koppal",KARNATAKA,NA,NA,NA,NA,5,NA,NA,NA,One woman died due to house collapse in Sandur Tehsil. One boy died in Gadag city and 3 others died when a tree and electric pole fell on them in Ganavathy town resp.,NA,IMD,NA
222.73.28.96-10.42.0.211-80-58704-6,28-06-21,29-06-21,1,Cyclone and Flood,NA,Banglore & Gadag,KARNATAKA,NA,NA,NA,NA,2,NA,NA,NA,2 women died due to house collapse.,NA,IMD,NA
172.217.10.13-10.42.0.151-443-36488-6,07-04-21,07-09-21,153,Heavy Rain,NA,"Banglore Rural, Gadag, Haveri and Kolar",KARNATAKA,NA,NA,NA,NA,4,NA,NA,NA,4 persons died due to house collapse and other swept away.,NA,IMD,NA
203.205.158.60-10.42.0.211-80-54864-6,31-07-21,31-07-21,0,Heavy Rain,NA,Haveri and Uttara Kannada,KARNATAKA,NA,NA,NA,NA,2,NA,NA,NA,One man and a girl died in house collapse in Ranebennur town and other swept away in canal in Mundagod Tehsil resp.,NA,IMD,NA
172.217.12.138-10.42.0.151-443-36882-6,08-01-21,08-08-21,212,Heavy Rain,NA,"Chickmagalur, Dakshina Kannada, Dharwad, Raichur and Uttara Kannada.",KARNATAKA,NA,NA,NA,NA,8,NA,NA,NA,"One person swept away in Koppa Tehsil, 4 persons died due to wall collapse in Karkala & Hubli Tehsil, other swept away in Krishna river in Devadurga Tehsil and 2 persons swept away in Honavar and Joida Tehsil resp.",NA,IMD,NA
10.42.0.151-106.39.169.66-42730-80-6,23-08-21,31-08-21,8,Heavy Rain,NA,"Bidar, Bijapur, Chamarajanagar, Gadag, Gulbarga, Raichur, Tumkur and Yadgir.",KARNATAKA,NA,NA,NA,NA,15,NA,NA,NA,"2 persons died, 6 persons swept away, 7 others died due to house collapse.",NA,IMD,NA
162.208.22.39-10.42.0.211-443-45088-6,09-01-21,09-01-21,0,Heavy Rain,NA,Chitradurga,KARNATAKA,NA,NA,NA,NA,1,NA,NA,NA,One woman died due to house collapse.,"i) 12,310 houses damaged. ii) Crops in 0.228 m. ha. damaged.",IMD,NA
10.42.0.211-10.42.0.1-2606-53-17,09-02-21,09-02-21,0,Cyclone and Flood,NA,Gulbarga,KARNATAKA,NA,NA,NA,NA,1,NA,NA,NA,One man swept away in canal in Sedam Tehsil.,NA,IMD,NA
10.42.0.211-10.42.0.1-14219-53-17,24-09-21,24-09-21,0,Heavy Rain,NA,Bellary,KARNATAKA,NA,NA,NA,NA,1,NA,NA,NA,One man died due to house collapse in Kampli town.,NA,IMD,NA
10.42.0.211-10.42.0.1-62007-53-17,10-01-21,10-01-21,0,Cyclone and Flood,NA,Tumkur,KARNATAKA,NA,NA,NA,NA,1,NA,NA,NA,One man died due to house collapse.,NA,IMD,NA
10.42.0.211-10.42.0.1-7789-53-17,10-05-21,10-09-21,123,Cyclone and Flood,NA,"Bengalur Urban, Chikmagalur and Dharwad",KARNATAKA,NA,NA,NA,NA,4,NA,NA,NA,"One girl and 2 women swept away in a canal in Bilekalli and Yegati village, other died due to house collapse in Begaluru city while one person died when a sheet of the bus stand roof fell on him in Navalgund town resp.",NA,IMD,NA
10.42.0.211-10.42.0.1-42023-53-17,25-10-21,25-10-21,0,Cyclone and Flood,NA,Bellary,KARNATAKA,NA,NA,NA,NA,1,NA,NA,NA,One person swept away in a canal.,NA,IMD,NA
10.42.0.42-52.45.159.13-59954-443-6,28-10-21,28-10-21,0,Heavy Rain,NA,Bengaluru Urban,KARNATAKA,NA,NA,NA,NA,1,NA,NA,NA,One woman died due to house collapse.,NA,IMD,NA
172.217.12.131-10.42.0.151-443-60651-6,03-07-21,03-09-21,62,Cyclone and Flood,NA,Wayanad,KERALA,NA,NA,NA,NA,NA,NA,NA,NA,NA,i) One house damaged completely. ii) More than 100 banana plants uprooted in Athiyoor colony. iii)Several bamboo trees uprooted and fell across the National Highway leading to traffic disruption.,IMD,NA
198.11.132.221-10.42.0.211-443-40627-6,25-03-21,25-03-21,0,Heavy Rain,NA,Wayanad,KERALA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"More than 1,000 banana and tapioca plantations uprooted causing damage worth rupees 4 lakhs reported.",IMD,NA
10.42.0.211-106.39.162.36-53895-80-6,04-10-21,16-04-21,Diffing the dates,Cyclone and Flood,NA,"Alappuzha, Kasaragod, Kozhikode, Thiruvananthapuram, Thrissur and Wayanad",KERALA,NA,NA,NA,NA,6,NA,NA,NA,6 persons died including 2 children.,"i) Thousands of banana, rubber and betel-leaves plantations and crops in Neyyattinkara & Katakkada Tehsils damaged. ii) Several electric and electronic equipments damaged. iii) Damage worth rupees lakhs reported. iv)Roofs of several houses blown away. v) 10 houses completely and 15 partially damaged. vi)Low lying areas inundated. vii)Several trees/electric poles uprooted causing disruption in vehicular traffic and power supply.",IMD,NA
184.169.179.173-10.42.0.211-443-33756-6,19-04-21,30-04-21,11,Heavy Rain,NA,Thiruvananthapuram and Wayanad,KERALA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"i) About 10,000 banana plantations in more than 3 acres of land damaged. Jackfruit and mango trees uprooted. ii) Acres of banana, tapioca and coconut plantations damaged. iii)About 100 houses completely and 400 partially damaged. iv)About 160 electric poles and more than 50 trees uprooted causing disruption traffic and power supply.",IMD,NA
10.42.0.42-52.84.1.250-32959-443-6,15-07-21,16-07-21,1,Cyclone and Flood,NA,Burhanpur and Vidisha,MADHYA PRADESH,NA,NA,NA,NA,7,9,NA,NA,7 boys died due to wall collapse in Daulatpur area and 9 others injured while other died in Vidisha.,NA,IMD,NA
162.208.22.39-10.42.0.211-443-49602-6,20-07-21,25-07-21,5,Heavy Rain,NA,"Betul, Harda, Hoshangabad, Indore, Khargone and Raisen",MADHYA PRADESH,NA,NA,NA,NA,16,NA,NA,NA,16 persons died.,Damage to the standing crops reported. More than 1200 villages affected.,IMD,NA
10.42.0.151-10.42.0.1-19739-53-17,03-03-21,03-04-21,31,Heavy Rain,NA,Washim,MAHARASHTRA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Extensive damage to the gram crops reported.,IMD,NA
172.217.6.206-10.42.0.151-443-49938-6,03-09-21,03-09-21,0,Cyclone and Flood,NA,Sangli,MAHARASHTRA,NA,NA,NA,NA,1,NA,NA,NA,One woman died due to wall collapse.,NA,IMD,NA
10.42.0.211-104.97.83.15-48367-443-6,19-04-21,19-04-21,0,Heavy Rain,NA,"Buldhana, Pune and Washim",MAHARASHTRA,NA,NA,NA,NA,NA,NA,NA,10000,"About 10,000 poultry birds in Pune perished.","Damage to the corn, peanut and awla crops reported.",IMD,NA
10.42.0.211-10.42.0.1-62457-53-17,06-10-21,06-10-21,0,Cyclone and Flood,NA,Ahmednagar,MAHARASHTRA,NA,NA,NA,NA,2,NA,NA,NA,2 persons died due to wall collapse.,NA,IMD,NA
169.47.5.232-10.42.0.42-443-46754-6,13-07-21,13-07-21,0,Cyclone and Flood,NA,Mumbai,MAHARASHTRA,NA,NA,NA,NA,4,NA,NA,NA,"One person died due to roof fell in Colaba, 3 others due to wall collapse in Shiwadi and Malad.",NA,IMD,NA
